"","Địa chỉ","Quận","Huyện","Loại hình nhà ở","Giấy tờ pháp lý","Số tầng","Số phòng ngủ","Diện tích","Dài","Rộng","Giá/m2"
"138","Đường Nguyễn An Ninh, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Trương Định","Nhà ngõ, hẻm","Đã có sổ","5","4",45,10,4.5,118.89
"139","11, Đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Văn Quán","Nhà ngõ, hẻm","Đã có sổ","4","2",31.5,9,3.5,78.33
"140","kim đồng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Giáp Bát","Nhà ngõ, hẻm","Đã có sổ","7","5",42,12,3.5,197.37
"141","Đường Hoàng Hoa Thám, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Nguyễn Trãi","Nhà ngõ, hẻm","Đã có sổ","3","4",35,7,5,76.39
"142","Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Hoàng Văn Thụ","Nhà mặt phố, mặt tiền","Đã có sổ","4","4",35,10,3.5,105.71
"143","Đường Trương Định||618, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Trương Định","Nhà ngõ, hẻm","Đã có sổ","5","4",49.5,11,4.5,110.42
"144","Đường Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Đội Cấn","Nhà ngõ, hẻm","Đã có sổ","4","4",52,13,4,81.48
"145","23, Đường Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Thượng Thanh","Nhà ngõ, hẻm","Đã có sổ","5","3",27,9,3,63.87
"146","Đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Thụy Khuê","Nhà ngõ, hẻm","Đã có sổ","5","7",45,11.25,4,82.22
"147","Đường Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Tân Mai","Nhà ngõ, hẻm","Đã có sổ","5","4",40,10,4,70
"148","173, Đường Hoàng Hoa Thám, Phường Ngọc Hà, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Ngọc Hà","Nhà ngõ, hẻm","Đã có sổ","5","3",40,10,4,123.81
"149","54, Đường Lê Quang Đạo, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Phú Đô","Nhà ngõ, hẻm","Đã có sổ","5","3",32,8,4,84.85
"150","Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Mỹ Đình 1","Nhà ngõ, hẻm","Đã có sổ","5","4",47,9.4,5,63.83
"151","Đường Nhân Hòa, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Thanh Xuân Trung","Nhà mặt phố, mặt tiền","Đã có sổ","5","4",67.5,15,4.5,221.43
"152","42B, Đường Đặng Tiến Đông, Phường Trung Liệt, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Trung Liệt","Nhà ngõ, hẻm","Đã có sổ","5","2",10.8,2.7,4,122.73
"153","Đường Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Đại Kim","Nhà ngõ, hẻm","Đã có sổ","5","4",40.5,9,4.5,111.54
"154","Đường Hoàng Hoa Thám, Phường Ngọc Hà, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Ngọc Hà","Nhà ngõ, hẻm","Đã có sổ","6","8",63,14,4.5,208.33
"155","Đường Phú Minh, Phường Minh Khai, Quận Bắc Từ Liêm, Hà Nội","Quận Bắc Từ Liêm","Phường Minh Khai","Nhà ngõ, hẻm","Đã có sổ","5","3",38.5,11,3.5,94.74
"156","Đường Chính Kinh, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Thanh Xuân Trung","Nhà ngõ, hẻm","Đã có sổ","5","3",35,5,7,77.14
"157","Phố Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Phương Mai","Nhà ngõ, hẻm","Đã có sổ","3","4",34.85,8.5,4.1,97.14
"158","Đường Cát Linh, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Ô Chợ Dừa","Nhà ngõ, hẻm","Đã có sổ","5","8",65,13,5,78.13
"159","Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Minh Khai","Nhà ngõ, hẻm","Đã có sổ","5","5",32,8,4,92.65
"160","Đường Nguyễn Xiển","Quận Thanh Xuân","Phường Kim Giang","Nhà mặt phố, mặt tiền","Đã có sổ","7","6",51,8.5,6,3.74
"161","Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Vạn Phúc","Nhà mặt phố, mặt tiền","Đã có sổ","3","3",350,10,35,72.06
"162","giải, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Giáp Bát","Nhà ngõ, hẻm","Đã có sổ","5","3",32.4,9,3.6,80
"163","Đường Trung Kính||886, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Trung Hoà","Nhà ngõ, hẻm","Đã có sổ","4","4",45,11.25,4,227.91
"164","phố Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Bồ Đề","Nhà ngõ, hẻm","Đã có sổ","6","5",45,9,5,117.02
"165","Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Thạch Bàn","Nhà ngõ, hẻm","Đã có sổ","5","4",41,10,4.1,65.85
"166","Đường Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Tân Mai","Nhà ngõ, hẻm","Đã có sổ","5","3",40,10,4,70
"168","Đường Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà ngõ, hẻm","Đã có sổ","5","4",40.4,10.1,4,157.78
"169","Đường Lê Trọng Tấn, Phường Phú La, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Phú La","Nhà ngõ, hẻm","Đã có sổ","5","4",44,11,4,75
"170","Đường Thái Hà||431, Phường Láng Hạ, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Láng Hạ","Nhà ngõ, hẻm","Đã có sổ","5","5",50,10,5,93
"171","Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Bồ Đề","Nhà ngõ, hẻm","Đã có sổ","6","3",35,10,3.5,110
"172","Đường Ái Mộ, Phường Bồ Đề, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Bồ Đề","Nhà ngõ, hẻm","Đã có sổ","4","4",60,15,4,77.19
"173","Đường Vĩnh Hưng, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Lĩnh Nam","Nhà ngõ, hẻm","Đã có sổ","4","4",60,10,6,55.83
"175","8A/125, Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Đình","Nhà ngõ, hẻm","Đã có sổ","5","5",444,12,37,132.56
"176","Giảng Võ, Phường Cát Linh, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Cát Linh","Nhà ngõ, hẻm","Đã có sổ","6","6",32,8,4,181.82
"177","Đường Thái Thịnh, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Ngã Tư Sở","Nhà mặt phố, mặt tiền","Đã có sổ","6","4",492,12,41,196.67
"178","Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Ngọc Thụy","Nhà mặt phố, mặt tiền","Đã có sổ","4","4",52,13,4,60
"179","106, Cự Lộc, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Nhân Chính","Nhà ngõ, hẻm","Đã có sổ","6","6",36,9,4,90.63
"180","Đường Láng, Phường Thịnh Quang, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Thịnh Quang","Nhà ngõ, hẻm","Đã có sổ","5","5",48,8,6,93.75
"181","Cự Lộc, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Thượng Đình","Nhà ngõ, hẻm","Đã có sổ","4","4",36.9,9,4.1,91.67
"182","Đường Kim Ngưu","Quận Hai Bà Trưng","Phường Thanh Nhàn","Nhà ngõ, hẻm","Đã có sổ","5","4",28.08,7.8,3.6,100
"183","Văn Phú, Phường La Khê, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường La Khê","Nhà ngõ, hẻm","Đã có sổ","3","4",84,20,4.2,44.71
"184","Đường Bờ Hội, Phường La Khê, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường La Khê","Nhà ngõ, hẻm","Đã có sổ","4","4",32.2,7,4.6,66.13
"185","Aí Mộ, Bồ Đề, Long Biên, Hà Nội., Phường Bồ Đề, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Bồ Đề","Nhà ngõ, hẻm","Đã có sổ","4","4",140,35,4,120.51
"186","Đường Trần Hữu Dực, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Xuân Phương","Nhà mặt phố, mặt tiền","Đã có sổ","4","4",34,10,3.4,70.59
"187","Đường Giải Phóng||964, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Giáp Bát","Nhà ngõ, hẻm","Đã có sổ","5","3",28,8,3.5,96.67
"188","Đường Lý Văn Phúc, Phường Cát Linh, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Cát Linh","Nhà ngõ, hẻm","Đã có sổ","4","4",75.6,12,6.3,77.33
"189","12A/57, Đường Hòa Bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Yên Nghĩa","Nhà ngõ, hẻm","Đã có sổ","4","4",43.2,12,3.6,40.5
"190","Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Bưởi","Nhà ngõ, hẻm","Đã có sổ","5","2",42,12,3.5,158.33
"191","Đường Nguyễn Đình Hoàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Quan Hoa","Nhà ngõ, hẻm","Đã có sổ","6","4",35.28,9.8,3.6,104.29
"192","Đường Trung Kính, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Yên Hoà","Nhà ngõ, hẻm","Đã có sổ","5","4",34.8,5.8,6,162.86
"193","129, Đường Giảng Võ, Phường Cát Linh, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Cát Linh","Nhà mặt phố, mặt tiền","Đã có sổ","3","3",44.8,14,3.2,330.77
"195","Đường Giải Phóng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Giáp Bát","Nhà biệt thự","Đã có sổ","4","4",132,22,6,121.54
"196","Đường Trương Định||618, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Trương Định","Nhà ngõ, hẻm","Đã có sổ","5","5",52,8,6.5,104.08
"197","0912533345 xóm 1 Đông Dư, Đường Hòa Bình, Phường Cự Khối, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Cự Khối","Nhà ngõ, hẻm","Đã có sổ","3","3",30,6,5,50.27
"198","Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Trương Định","Nhà ngõ, hẻm","Đã có sổ","5","5",52,8,6.5,104.08
"199","Đường Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Đại Kim","Nhà phố liền kề","Đã có sổ","4","6",70,14,5,123.61
"200","Đường Kim Ngưu, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Vĩnh Tuy","Nhà ngõ, hẻm","Đã có sổ","2","3",50,10,5,70.92
"201","Đường Pháo Đài Láng, Phường Láng Hạ, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Láng Hạ","Nhà ngõ, hẻm","Đã có sổ","4","3",900,30,30,111.67
"202","Đường Ba La, Phường Phú La, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Phú La","Nhà ngõ, hẻm","Đang chờ sổ","2","2",45.9,9,5.1,43.48
"203","Đường Phố Lụa||1855, Phường Vạn Phúc, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Vạn Phúc","Nhà ngõ, hẻm","Đã có sổ","4","3",34,10,3.4,79.41
"204","Đường Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Trung Liệt","Nhà mặt phố, mặt tiền","Đã có sổ","9","4",59.8,13,4.6,431.15
"205","Đường Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Ngọc Lâm","Nhà mặt phố, mặt tiền","Đã có sổ","4","3",75.6,14,5.4,58.9
"206","Đường Đền Lừ 1","Quận Hoàng Mai","Phường Hoàng Văn Thụ","Nhà phố liền kề","Đã có sổ","7","6",40,10,4,180
"207","Đường Kim Đồng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Giáp Bát","Nhà mặt phố, mặt tiền","Đã có sổ","9","10+",100,10,10,120
"208","Đường Mỗ Lao, Phường Mộ Lao, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Mộ Lao","Nhà ngõ, hẻm","Đã có sổ","5","9",39,10,3.9,92.31
"209","11, Đường Dương Quảng Hàm||817, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Quan Hoa","Nhà ngõ, hẻm","Đã có sổ","5","3",32,8,4,129.03
"210","Đường Phạm Ngọc Thạch, Phường Phương Liên, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Phương Liên","Nhà ngõ, hẻm","Đã có sổ","4","4",44,11,4,111.11
"211","Đường Trần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Thanh Lương","Nhà biệt thự","Đã có sổ","3","9",156,13,12,166
"212","Đường Hòa Bình||1785, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Yên Nghĩa","Nhà ngõ, hẻm","Đã có sổ","4","3",40.2,6.7,6,40.5
"213","Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Minh Khai","Nhà ngõ, hẻm","Đã có sổ","4","4",44,11,4,67.05
"214","hòa bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Yên Nghĩa","Nhà ngõ, hẻm","Đã có sổ","4","3",37,10,3.7,37.84
"215","Đường Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Tân Mai","Nhà ngõ, hẻm","Giấy tờ khác","4","3",29.6,8,3.7,112.12
"216","Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Kim Mã","Nhà mặt phố, mặt tiền","Đã có sổ","4","4",45,9,5,108.7
"217","Đường Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Thịnh Liệt","Nhà mặt phố, mặt tiền","Đã có sổ","5","3",35,10,3.5,100
"218","Hoàng Như Tiếp, Phường Bồ Đề, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Bồ Đề","Nhà ngõ, hẻm","Đã có sổ","4","4",20.25,4.5,4.5,141.67
"219","Đường Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Gia Thụy","Nhà ngõ, hẻm","Đã có sổ","4","4",70,14,5,107.14
"220","Đường Bạch Đằng","Quận Hai Bà Trưng","Phường Bạch Đằng","Nhà mặt phố, mặt tiền","Đã có sổ","3","3",36.8,8,4.6,108.7
"221","Đường Phan Đình Giót||1851, Phường La Khê, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường La Khê","Nhà ngõ, hẻm","Đã có sổ","4","4",35,10,3.5,58.24
"222","Đường Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Mai","Nhà mặt phố, mặt tiền","Đã có sổ","5","6",36,9,4,73.68
"223","Ngõ 154, Đường Mỹ Đình, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Mễ Trì","Nhà ngõ, hẻm","Đã có sổ","5","3",455,13,35,107.58
"224","Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Trương Định","Nhà mặt phố, mặt tiền","Đã có sổ","5","2",29,5,5.8,95
"225","8, Xã Đàn, Phường Phương Mai, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Phương Mai","Nhà mặt phố, mặt tiền","Đã có sổ","5","4",40,8,5,169.44
"226","Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Đình","Nhà ngõ, hẻm","Đã có sổ","4","4",60,10,6,55.17
"227","Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Nghĩa Tân","Nhà ngõ, hẻm","Đã có sổ","6","5",51,10.2,5,176.47
"228","Đường Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Định Công","Nhà ngõ, hẻm","Đã có sổ","5","4",46.2,14,3.3,65.96
"229","Đường Nguyễn Thị Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Minh Khai","Nhà ngõ, hẻm","Đã có sổ","4","4",16,4,4,75.56
"230","Quang Trung, Phường La Khê, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường La Khê","Nhà mặt phố, mặt tiền","Đã có sổ","4","4",40,10,4,92.75
"232","Đường Lê Trọng Tấn||1804, Phường La Khê, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường La Khê","Nhà phố liền kề","Đã có sổ","5","4",52,13,4,114.04
"233","Đường Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Tân Mai","Nhà ngõ, hẻm","Đã có sổ","5","3",33.6,7,4.8,77.14
"234","Đường Xuân Đỉnh||2691, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội","Quận Bắc Từ Liêm","Phường Xuân Đỉnh","Nhà ngõ, hẻm","Đã có sổ","4","4",46.8,13,3.6,75.96
"235","Đường Liên Mạc, Phường Liên Mạc, Quận Bắc Từ Liêm, Hà Nội","Quận Bắc Từ Liêm","Phường Liên Mạc","Nhà mặt phố, mặt tiền","Đã có sổ","3","3",585,13,45,43.14
"236","Đường Quang Trung, Phường Phúc La, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Phúc La","Nhà ngõ, hẻm","Đã có sổ","4","4",34,10,3.4,76.32
"237","10, Đường Xã Đàn 2, Phường Nam Đồng, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Nam Đồng","Nhà ngõ, hẻm","Đã có sổ","4","3",30,6,5,98
"238","Đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Văn Quán","Nhà ngõ, hẻm","Đã có sổ","4","3",36,9,4,73.53
"239","Đường Lê Trọng Tấn, Phường Phú La, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Phú La","Nhà phố liền kề","Đã có sổ","5","4",495,11,45,136
"240","Đường Xuân Phương, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Xuân Phương","Nhà ngõ, hẻm","Đã có sổ","4","3",32,8,4,72.73
"241","531 Bát Khối, Cự Khối, long Biên, Hà Nội., Phường Cự Khối, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Cự Khối","Nhà ngõ, hẻm","Đã có sổ","4","4",210,35,6,68.75
"242","Đường Khương Đình","Quận Thanh Xuân","Phường Hạ Đình","Nhà ngõ, hẻm","Đã có sổ","5","3",40,10,4,91.25
"243","Đường Văn Khê||1911, Phường La Khê, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường La Khê","Nhà phố liền kề","Đã có sổ","5","4",540,12,45,136.36
"244","Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Vĩnh Tuy","Nhà mặt phố, mặt tiền","Đã có sổ","5","4",50,10,5,93
"245","Đường Quốc lộ 70, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Xuân Phương","Nhà ngõ, hẻm","Đã có sổ","4","4",33.9822,6.09,5.58,77.35
"246","Đường Gốc Đề, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Minh Khai","Nhà ngõ, hẻm","Đã có sổ","5","3",16,4,4,53.47
