"","Ngày","Địa chỉ","Quận","Huyện","Loại hình nhà ở","Giấy tờ pháp lý","Số tầng","Số phòng ngủ","Diện tích","Dài","Rộng","Giá/m2"
"111",2021-06-05,"Đường Nguyễn Viết Xuân||1843, Phường Hà Cầu, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Hà Cầu","Nhà ngõ, hẻm","Đã có sổ",3,"4 phòng","47 m²","10 m","4.5 m","78,72 triệu/m²"
"112",2021-06-05,"nhâ","Quận Thanh Xuân","Phường Nhân Chính","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","38 m²","9 m","4 m","107,89 triệu/m²"
"113",2021-06-05,"duong lam, Phường Văn Quán, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Văn Quán","Nhà ngõ, hẻm","Đã có sổ",5,"6 phòng","52 m²","10 m","5 m","103,85 triệu/m²"
"114",2021-06-05,"Đường Hoàng Hoa Thám, Phường Ngọc Hà, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Ngọc Hà","Nhà ngõ, hẻm","Đã có sổ",3,"2 phòng","21 m²","6 m","3.5 m","78,57 triệu/m²"
"115",2021-06-05,"324, Đường Ngọc Thụy||1282, Phường Long Biên, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Long Biên","Nhà ngõ, hẻm","Giấy tờ khác",4,"3 phòng","52 m²","10.5 m","5 m","54,81 triệu/m²"
"116",2021-06-05,"Đường Phố Trạm, Phường Long Biên, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Long Biên","Nhà mặt phố, mặt tiền","Đang chờ sổ",5,"4 phòng","30 m²","5 m","6 m","91,67 triệu/m²"
"117",2021-06-05,"Nghĩa Bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Yên Nghĩa","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","36 m²","10 m","3.6 m","40,28 triệu/m²"
"118",2021-06-05,"Đường Thanh Nhàn, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Thanh Nhàn","Nhà ngõ, hẻm","Đã có sổ",3,"2 phòng","25 m²","5 m","5 m","79,2 triệu/m²"
"119",2021-06-05,"Đường Đa Sĩ, Phường Hà Cầu, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Hà Cầu","Nhà ngõ, hẻm","Đã có sổ",2,"2 phòng","41 m²","11 m","3.9 m","43,9 triệu/m²"
"120",2021-06-05,"Hồng hà, Phường Chương Dương, Quận Hoàn Kiếm, Hà Nội","Quận Hoàn Kiếm","Phường Chương Dương","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","66 m²","11 m","6 m","75,76 triệu/m²"
"121",2021-06-05,"Phương Canh, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Phương Canh","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","31 m²","6.2 m","5 m","83,87 triệu/m²"
"122",2021-06-05,"Đường Thái Hà, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Ngã Tư Sở","Nhà ngõ, hẻm","Đã có sổ",6,"3 phòng","36 m²","8 m","4.2 m","161,11 triệu/m²"
"123",2021-06-05,"HÒE THỊ, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Phương Canh","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","31 m²","9 m","3.5 m","74,19 triệu/m²"
"124",2021-06-05,"Yên Hòa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Yên Nghĩa","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","39 m²","10 m","3.9 m","42,31 triệu/m²"
"125",2021-06-05,"nguyễn đình hoàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Nghĩa Đô","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","40 m²","10 m","4 m","87,5 triệu/m²"
"126",2021-06-05,"Đường Hòa Bình||1785, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Yên Nghĩa","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","39.8 m²","6.7 m","6 m","41,54 triệu/m²"
"127",2021-06-05,"Đường Yên Hòa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Yên Nghĩa","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","37 m²","10.2 m","3.6 m","37,84 triệu/m²"
"128",2021-06-05,"THANH BÌNH 123, Phường Mộ Lao, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Mộ Lao","Nhà ngõ, hẻm","Đã có sổ",5,"9 phòng","38 m²","10 m","3.8 m","94,74 triệu/m²"
"129",2021-06-05,"Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Định Công","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","35 m²","9 m","4.5 m","75,71 triệu/m²"
"130",2021-06-05,"Đường Khương Thượng, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Ngã Tư Sở","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","30 m²","10 m","3.5 m","110 triệu/m²"
"131",2021-06-05,"Phương canh, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Phương Canh","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","31 m²","7.8 m","4 m","79,03 triệu/m²"
"132",2021-06-05,"Đường Thượng Cát, Phường Thượng Cát, Quận Bắc Từ Liêm, Hà Nội","Quận Bắc Từ Liêm","Phường Thượng Cát","Nhà ngõ, hẻm","Đã có sổ",3,"3 phòng","32 m²","8 m","5 m","45,31 triệu/m²"
"133",2021-06-05,"Đường Tân Ấp, Phường Phúc Xá, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Phúc Xá","Nhà mặt phố, mặt tiền","Đã có sổ",7,"8 phòng","50 m²","10.4 m","4.8 m","218 triệu/m²"
"134",2021-06-05,"Cẩm Văn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Ô Chợ Dừa","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","42 m²","14 m","3 m","76,19 triệu/m²"
"135",2021-06-05,"Phố Lụa, Phường Vạn Phúc, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Vạn Phúc","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","34 m²","10 m","3.4 m","79,41 triệu/m²"
"136",2021-06-05,"Huyền Kỳ, Phường Phú Lương, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Phú Lương","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","37 m²","10 m","3.7 m","45,68 triệu/m²"
"137",2021-06-05,"Đường Xã Đàn 2, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Ô Chợ Dừa","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","59 m²","17 m","3.5 m","74,58 triệu/m²"
"138",2021-06-05,"Đường Nguyễn An Ninh, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Trương Định","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","45 m²","10 m","4.5 m","118,89 triệu/m²"
"139",2021-06-05,"11, Đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Văn Quán","Nhà ngõ, hẻm","Đã có sổ",4,"2 phòng","30 m²","9 m","3.5 m","78,33 triệu/m²"
"140",2021-06-05,"kim đồng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Giáp Bát","Nhà ngõ, hẻm","Đã có sổ",7,"5 phòng","38 m²","12 m","3.5 m","197,37 triệu/m²"
"141",2021-06-05,"Đường Hoàng Hoa Thám, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Nguyễn Trãi","Nhà ngõ, hẻm","Đã có sổ",3,"4 phòng","36 m²","7 m","5 m","76,39 triệu/m²"
"142",2021-06-05,"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Hoàng Văn Thụ","Nhà mặt phố, mặt tiền","Đã có sổ",4,"4 phòng","35 m²","10 m","3.5 m","105,71 triệu/m²"
"143",2021-06-05,"Đường Trương Định||618, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Trương Định","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","48 m²","11 m","4.5 m","110,42 triệu/m²"
"144",2021-06-05,"Đường Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Đội Cấn","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","54 m²","13 m","4 m","81,48 triệu/m²"
"145",2021-06-05,"23, Đường Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Thượng Thanh","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","31 m²","9 m","3 m","63,87 triệu/m²"
"146",2021-06-05,"Đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Thụy Khuê","Nhà ngõ, hẻm","Đã có sổ",5,"7 phòng","45 m²","11.25 m","4 m","82,22 triệu/m²"
"147",2021-06-05,"Đường Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Tân Mai","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","40 m²","10 m","4 m","70 triệu/m²"
"148",2021-06-05,"173, Đường Hoàng Hoa Thám, Phường Ngọc Hà, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Ngọc Hà","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","42 m²","10 m","4 m","123,81 triệu/m²"
"149",2021-06-05,"54, Đường Lê Quang Đạo, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Phú Đô","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","33 m²","8 m","4 m","84,85 triệu/m²"
"150",2021-06-05,"Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Mỹ Đình 1","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","47 m²","9.4 m","5 m","63,83 triệu/m²"
"151",2021-06-05,"Đường Nhân Hòa, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Thanh Xuân Trung","Nhà mặt phố, mặt tiền","Đã có sổ",5,"4 phòng","70 m²","15 m","4.5 m","221,43 triệu/m²"
"152",2021-06-05,"42B, Đường Đặng Tiến Đông, Phường Trung Liệt, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Trung Liệt","Nhà ngõ, hẻm","Đã có sổ",5,"2 phòng","11 m²","2.7 m","4 m","122,73 triệu/m²"
"153",2021-06-05,"Đường Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Đại Kim","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","39 m²","9 m","4.5 m","111,54 triệu/m²"
"154",2021-06-05,"Đường Hoàng Hoa Thám, Phường Ngọc Hà, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Ngọc Hà","Nhà ngõ, hẻm","Đã có sổ",6,"8 phòng","60 m²","14 m","4.5 m","208,33 triệu/m²"
"155",2021-06-05,"Đường Phú Minh, Phường Minh Khai, Quận Bắc Từ Liêm, Hà Nội","Quận Bắc Từ Liêm","Phường Minh Khai","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","38 m²","11 m","3.5 m","94,74 triệu/m²"
"156",2021-06-05,"Đường Chính Kinh, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Thanh Xuân Trung","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","35 m²","5 m","7 m","77,14 triệu/m²"
"157",2021-06-05,"Phố Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Phương Mai","Nhà ngõ, hẻm","Đã có sổ",3,"4 phòng","35 m²","8.5 m","4.1 m","97,14 triệu/m²"
"158",2021-06-05,"Đường Cát Linh, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Ô Chợ Dừa","Nhà ngõ, hẻm","Đã có sổ",5,"8 phòng","64 m²","13 m","5 m","78,13 triệu/m²"
"159",2021-06-05,"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Minh Khai","Nhà ngõ, hẻm","Đã có sổ",5,"5 phòng","34 m²","8 m","4 m","92,65 triệu/m²"
"160",2021-06-05,"Đường Nguyễn Xiển","Quận Thanh Xuân","Phường Kim Giang","Nhà mặt phố, mặt tiền","Đã có sổ",7,"6 phòng","50 m²","8.5 m","6 m","3,74 triệu/m²"
"161",2021-06-05,"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Vạn Phúc","Nhà mặt phố, mặt tiền","Đã có sổ",3,"3 phòng","34 m²","10 m","35 m","72,06 triệu/m²"
"162",2021-06-05,"giải, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Giáp Bát","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","30 m²","9 m","3.6 m","80 triệu/m²"
"163",2021-06-05,"Đường Trung Kính||886, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Trung Hoà","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","43 m²","11.25 m","4 m","227,91 triệu/m²"
"164",2021-06-05,"phố Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Bồ Đề","Nhà ngõ, hẻm","Đã có sổ",6,"5 phòng","47 m²","9 m","5 m","117,02 triệu/m²"
"165",2021-06-05,"Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Thạch Bàn","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","41 m²","10 m","4.1 m","65,85 triệu/m²"
"166",2021-06-05,"Đường Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Tân Mai","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","40 m²","10 m","4 m","70 triệu/m²"
"168",2021-06-05,"Đường Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","45 m²","10.1 m","4 m","157,78 triệu/m²"
"169",2021-06-05,"Đường Lê Trọng Tấn, Phường Phú La, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Phú La","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","40 m²","11 m","4 m","75 triệu/m²"
"170",2021-06-05,"Đường Thái Hà||431, Phường Láng Hạ, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Láng Hạ","Nhà ngõ, hẻm","Đã có sổ",5,"5 phòng","50 m²","10 m","5 m","93 triệu/m²"
"171",2021-06-05,"Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Bồ Đề","Nhà ngõ, hẻm","Đã có sổ",6,"3 phòng","30 m²","10 m","3.5 m","110 triệu/m²"
"172",2021-06-05,"Đường Ái Mộ, Phường Bồ Đề, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Bồ Đề","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","57 m²","15 m","4 m","77,19 triệu/m²"
"173",2021-06-05,"Đường Vĩnh Hưng, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Lĩnh Nam","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","60 m²","10 m","6 m","55,83 triệu/m²"
"175",2021-06-05,"8A/125, Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Đình","Nhà ngõ, hẻm","Đã có sổ",5,"5 phòng","43 m²","12 m","37 m","132,56 triệu/m²"
"176",2021-06-05,"Giảng Võ, Phường Cát Linh, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Cát Linh","Nhà ngõ, hẻm","Đã có sổ",6,"6 phòng","33 m²","8 m","4 m","181,82 triệu/m²"
"177",2021-06-05,"Đường Thái Thịnh, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Ngã Tư Sở","Nhà mặt phố, mặt tiền","Đã có sổ",6,"4 phòng","30 m²","12 m","41 m","196,67 triệu/m²"
"178",2021-06-05,"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Ngọc Thụy","Nhà mặt phố, mặt tiền","Đã có sổ",4,"4 phòng","50 m²","13 m","4 m","60 triệu/m²"
"179",2021-06-05,"106, Cự Lộc, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Nhân Chính","Nhà ngõ, hẻm","Đã có sổ",6,"6 phòng","32 m²","9 m","4 m","90,63 triệu/m²"
"180",2021-06-05,"Đường Láng, Phường Thịnh Quang, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Thịnh Quang","Nhà ngõ, hẻm","Đã có sổ",5,"5 phòng","48 m²","8 m","6 m","93,75 triệu/m²"
"181",2021-06-05,"Cự Lộc, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Thượng Đình","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","36 m²","9 m","4.1 m","91,67 triệu/m²"
"182",2021-06-05,"Đường Kim Ngưu","Quận Hai Bà Trưng","Phường Thanh Nhàn","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","28 m²","7.8 m","3.6 m","100 triệu/m²"
"183",2021-06-05,"Văn Phú, Phường La Khê, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường La Khê","Nhà ngõ, hẻm","Đã có sổ",3,"4 phòng","85 m²","20 m","4.2 m","44,71 triệu/m²"
"184",2021-06-05,"Đường Bờ Hội, Phường La Khê, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường La Khê","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","31 m²","7 m","4.6 m","66,13 triệu/m²"
"185",2021-06-05,"Aí Mộ, Bồ Đề, Long Biên, Hà Nội., Phường Bồ Đề, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Bồ Đề","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","39 m²","35 m","4 m","120,51 triệu/m²"
"186",2021-06-05,"Đường Trần Hữu Dực, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Xuân Phương","Nhà mặt phố, mặt tiền","Đã có sổ",4,"4 phòng","34 m²","10 m","3.4 m","70,59 triệu/m²"
"187",2021-06-05,"Đường Giải Phóng||964, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Giáp Bát","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","30 m²","8 m","3.5 m","96,67 triệu/m²"
"188",2021-06-05,"Đường Lý Văn Phúc, Phường Cát Linh, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Cát Linh","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","75 m²","12 m","6.3 m","77,33 triệu/m²"
"189",2021-06-05,"12A/57, Đường Hòa Bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Yên Nghĩa","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","40 m²","12 m","3.6 m","40,5 triệu/m²"
"190",2021-06-05,"Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Bưởi","Nhà ngõ, hẻm","Đã có sổ",5,"2 phòng","30 m²","12 m","3.5 m","158,33 triệu/m²"
"191",2021-06-05,"Đường Nguyễn Đình Hoàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Quan Hoa","Nhà ngõ, hẻm","Đã có sổ",6,"4 phòng","35 m²","9.8 m","3.6 m","104,29 triệu/m²"
"192",2021-06-05,"Đường Trung Kính, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Yên Hoà","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","35 m²","5.8 m","6 m","162,86 triệu/m²"
"193",2021-06-05,"129, Đường Giảng Võ, Phường Cát Linh, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Cát Linh","Nhà mặt phố, mặt tiền","Đã có sổ",3,"3 phòng","39 m²","14 m","3.2 m","330,77 triệu/m²"
"194",2021-06-05,"Đường Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Thượng Thanh","Nhà ngõ, hẻm","Đã có sổ",4,"5 phòng","39 m²","11 m","348 m","73,08 triệu/m²"
"195",2021-06-05,"Đường Giải Phóng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Giáp Bát","Nhà biệt thự","Đã có sổ",4,"4 phòng","130 m²","22 m","6 m","121,54 triệu/m²"
"196",2021-06-05,"Đường Trương Định||618, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Trương Định","Nhà ngõ, hẻm","Đã có sổ",5,"5 phòng","49 m²","8 m","6.5 m","104,08 triệu/m²"
"197",2021-06-05,"0912533345 xóm 1 Đông Dư, Đường Hòa Bình, Phường Cự Khối, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Cự Khối","Nhà ngõ, hẻm","Đã có sổ",3,"3 phòng","30 m²","6 m","5 m","50,27 triệu/m²"
"198",2021-06-05,"Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Trương Định","Nhà ngõ, hẻm","Đã có sổ",5,"5 phòng","49 m²","8 m","6.5 m","104,08 triệu/m²"
"199",2021-06-05,"Đường Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Đại Kim","Nhà phố liền kề","Đã có sổ",4,"6 phòng","72 m²","14 m","5 m","123,61 triệu/m²"
"200",2021-06-05,"Đường Kim Ngưu, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Vĩnh Tuy","Nhà ngõ, hẻm","Đã có sổ",2,"3 phòng","47 m²","10 m","5 m","70,92 triệu/m²"
"201",2021-06-05,"Đường Pháo Đài Láng, Phường Láng Hạ, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Láng Hạ","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","30 m²","30 m","30 m","111,67 triệu/m²"
